design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
/home/ravi/Desktop/caravel_iiitb_sd_fsm/openlane/iiitb_sd_fsm,iiitb_sd_fsm,22_09_12_12_12,flow completed,0h2m4s0ms,0h1m33s0ms,-2.0,0.0025,-1,18.88,471.08,-1,0,0,0,0,0,0,0,0,0,-1,-1,387,122,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,305963.0,0.0,5.28,4.98,0.0,0.0,-1,32,36,6,10,0,0,0,33,1,3,4,0,9,0,0,1,5,7,4,20,12,0,32,1100.2303999999997,2.47e-06,1.75e-06,1.47e-07,3.07e-06,2.27e-06,2.76e-10,3.44e-06,2.72e-06,2.91e-10,1.89,11.0,90.9090909090909,10,AREA 0,5,50,1,9.739999999999998,7.059999999999999,0.4,0.3,sky130_fd_sc_hd,4,4
